label,text
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,Already one guy loving you:-.
ham,what is your account number?
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.
ham,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,Watching tv now.
ham,Same to u...
ham,4 oclock at mine. Just to bash out a flat plan.
ham,Sorry da thangam.it's my mistake.
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Uncle Abbey! Happy New Year. Abiola
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
ham,Excellent! Wish we were together right now!
spam,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8927307655 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.
spam,You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
spam,FreeMsg Today's the day if you are ready! I'm  & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
ham,How r ü going to send it to me?
ham,Ok..tell me�
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,Wow v v impressed. Have funs shopping!
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,"Aight will do, thanks again for comin out"
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
ham,Just glad to be talking to you.
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Wat happened to the cruise thing
ham,Sorry i din lock my keypad.
ham,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
ham,i am going to bed now prin
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 "
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
ham,"It could work, we'll reach a consensus at the next meeting"
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,Are you up for the challenge? I know i am :)
ham,S:-)kallis wont play in first two odi:-)
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
ham,Ok�that�s fine
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,Pls confirm the time to collect the cheque.
ham,How much for an eighth?
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,No..jst change tat only..
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,"Y cant u try new invention to fly..i'm not joking.,"
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,You best watch what you say cause I get drunk
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
ham,U're welcome... Caught u using broken english again...
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
ham,Dude sux for snake. He got old and raiden got buff
ham,What happen dear tell me
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,Oh did you charge camera
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
spam,Only 1 day left for SAWAN KI BAHAR compt. for Agents/DOs/CLIAs. Qualify the competition and win maximum prizes...SDM
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,"K so am I, how much for an 8th? Fifty?"
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,I have to take exam with in march 3
ham,Have you bookedthe hut? And also your time off? How are you by the way?
ham,I've told you everything will stop. Just dont let her get dehydrated.
spam,3. You have received your mobile content. Enjoy
spam,eeta  (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat2708198
spam,"Urgent Message for CIBC Account Holder, Kindly  Login to our secure server to check your information�http://2cibc.mobileupdate.gram pianostudio.com/cibcfullz/Internet Support"
spam,You have 1 new message. Please call 08718738034.
ham,K..k:)how about your training process?
ham,No. But we'll do medical missions to nigeria
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,What does the dance river do?
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,I emailed yifeng my part oredi.. Can ü get it fr him..
ham,Yar but they say got some error.
ham,What's ur pin?
ham,Yup next stop.
ham,My brother in Atlanta. Wish you guys a great semester.
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
ham,Oh ho. Is this the first time u use these type of words
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,Indeed and by the way it was either or - not both !
ham,S'fine. Anytime. All the best with it.
ham,Its sarcasm.. .nt scarcasim
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
ham,Ya srsly better than yi tho
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,So u wan 2 come for our dinner tonight a not?
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,When you came to hostel.
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,"They can try! They can get lost, in fact. Tee hee"
ham,Can a not?
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,It is only yesterday true true.
ham,I was gonna ask you lol but i think its at 7
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile!"
ham,Can you open the door?
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
ham,Okie..good news!!
ham,Wat u doing there?
ham,Kent vale lor... Ü wait 4 me there ar?
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,Oh baby of the house. How come you dont have any new pictures on facebook
ham,"I think we're going to finn's now, come"
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
ham,I called but no one pick up e phone. I ask both of them already they said ok.
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,U still going to the mall?
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobil+ Free Camcorder reply or call 08000930705.
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,I have no money 4 steve mate! !
ham,Lmao. Take a pic and send it to me.
spam,HMRC GOVUK:0ur records show that your tax refund of �398.90 can now be claime. Please continue via:https://ukhmrc-tax-refund.com�to claim your refund.
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
spam,"NOIDA Hottest Property On Express Way * Today Homes Ridge Residency at Sec 135 with2,3,4 BHK available in 2370p/sq. fts *For Query call@9250230534"
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,Shall i ask one thing if you dont mistake me.
ham,"I am real, baby! I want to bring out your inner tigress..."
ham," ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham,Anything lor if they all go then i go lor...
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
ham,Pls accept me for one day. Or am begging you change the number.
ham,Ü called dad oredi...
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,Hi msg me:)i'm in office..
ham,Hey. You got any mail?
ham,Haha okay... Today weekend leh...
ham,Hi where you. You in home or calicut?
ham,Also andros ice etc etc
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
ham,What makes you most happy?
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,Do u hav any frnd by name ashwini in ur college?
ham,I know that my friend already told that.
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,Its normally hot mail. Com you see!
spam,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7908807538 to claim"
ham,It is a good thing I'm now getting the connection to bw
spam,"Todays Vodafone numbers ending 5263 are selected to receive a Rs.2,00,000 award. If you have a match please call 6200992462 quoting claim code 4267 standard rates apply"
spam,"	Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,"Nah, I'm a perpetual DD"
ham,U calling me right? Call my hand phone...
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
ham,Like a personal sized or what
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
ham,Tell your friends what you plan to do on Valentines day
ham,Ok anyway no need to change with what you said
spam,100 dating service cal;l 09064012103 box334sk38ch
ham,Anything lar then ü not going home 4 dinner?
ham,So u gonna get deus ex?
ham,Mm yes dear look how i am hugging you both. :-P
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,1 in cbe. 2 in chennai.
ham,"Ever green  ""A Person Who Irritates u Always Is the one Who Loves u Vry Much!!"
spam,"THIS MOBILE NUMBER HAS GAINED THE SUM US$450,000.00 FROM MML/REF#1001, FOR DETAIL SEND YOUR NAME, ADDRESS AND NUMBER TO EMAIL MEGARESULT@USA.COM"
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,"Height of Confidence: All the Aeronautics professors were askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ That is confidence.."
ham,I can't have a friend in the house because i'm embarassed that everything is scattered on the floor. I think we should work on it.
ham,Missing you too.pray inshah allah
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham,Am on my way
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade See o2.co.uk/games 4 Terms + settings.
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,But i have to. I like to have love and arrange.
ham,K.:)do it at evening da:)urgent:)
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,After the drug she will be able to eat.
ham,Ok i also wan 2 watch e 9 pm show...
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,Yo dude guess who just got arrested the other day
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
spam,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 6200992462
ham,What type of stuff do you sing?
spam,(6171-M) RMO.00 AEON MY Rs. 4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016. Call 0327884425 if you did NOT perform this  TXN code356931
ham,You could have seen me..i did't recognise you Face.:)
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,"Sorry, I'll call later at 30 mins"
ham,ok....take care.umma to you too...
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,Maybe you should find something else to do instead???
ham,"Mah b, I'll pick it up tomorrow"
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
ham,Hey leave it. not a big deal:-) take care.
ham,Thanx...
spam,You have 1 new message. Please call 08715205273
ham,Otherwise had part time job na-tuition..
ham,Also you and your family for going to rhode island or wherever  and leaving me all alone the week I have a new bong &gt;:(
ham,"Sorry, I'll call later..busy right now..."
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,Lol no. Just trying to make your day a little more interesting
ham,Jus finish watching tv... U?
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
ham,Dont worry. I guess he's busy.
ham,I'm aight. Wat's happening on your side.
ham,Hi:)cts employee how are you?
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy
ham,I am not at all happy with what you saying or doing
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,Havent shopping now lor i juz arrive only
ham,Should I be stalking u?
ham,I cant pick the phone right now. Message if urgent..
spam,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.8,00,000 prize GUARANTEED. Call 6200992462. Claim Code N32. Valid 12hrs only. "
ham,Are there TA jobs available? Let me know please cos i really need to start working
ham,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.
ham,Cramps stopped. Going back to sleep
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,Oh k. . I will come tomorrow�dats for sure�.
ham,I reach home safe n sound liao...
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
ham,"Sorry, not now"
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,You didnt complete your gist oh.
ham,So when do you wanna gym?
ham,"Call me, i am senthil from hsbc."
ham,LOL ... Have you made plans for new years?
ham,I will once i get home
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
ham,I can ask around but there's not a lot in terms of mids up here
ham,Fine am simply sitting.
ham,You are mistaken�.The fact that you  felt like i would do it to hurt you shows you really don't know me at all.
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
ham,"Until 545 lor... Ya, can go 4 dinner together..."
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,Whom you waited for yesterday
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,Then anything special?
ham,U attend ur driving lesson how many times a wk n which day?
ham,Huh i cant thk of more oredi how many pages do we have?
ham,Oi when you gonna ring
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
ham,Please tell me not all of my car keys are in your purse
ham,"Aight, call me once you're close"
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,"Haven't seen my facebook, huh? Lol!"
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
ham,Staff of placement training in Amrita college.
spam,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 7044518857
ham,He is a womdarfull actor
ham,"K, can I pick up another 8th when you're done?"
ham,When/where do I pick you up
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,Yes.he have good crickiting mind
ham,Why you Dint come with us.
ham,Is avatar supposed to have subtoitles
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,Me fine..absolutly fine
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,Oh that was a forwarded message. I thought you send that to me
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,No he didn't. Spring is coming early yay!
ham,Well. You know what i mean. Texting
spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Nah im goin 2 the wrks with j wot bout u?
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
ham,Nothing. Can...
ham,Yo we are watching a movie on netflix
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?
ham,Haiyoh... Maybe your hamster was jealous of million
ham,This pain couldn't have come at a worse time.
ham,Life style garments account no please.
spam,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 7908807538 immediately to verify"
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Ok lor wat time ü finish?
ham,Nokia phone is lovly..
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
spam,"Todays Vodafone numbers ending 7548 are selected to receive a Rs.2,00,000 award. If you have a match please call 8536074310 quoting claim code 4041 standard rates apply"
ham,hanks lotsly!
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
spam,You have an important customer service announcement. Calnumber 0800 542 0826 now!
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
spam,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 8927307655 from land line. Claim 3030. Valid 12hrs only"
ham,K I'll call you when I'm close
ham,"Sorry, I'll call later�buzy ryt nw�"
ham,on hen night. Going with a swing
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
ham,Wife is the murderer.
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
spam,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7044518857 from land line. Claim 3030. Valid 12hrs only"
ham,"see you then, we're all christmassy here!"
spam,Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 080-62222222
ham,U sick still can go shopping?
ham,Good morning princess! Happy New Year!
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,All well..
ham,Ugh my leg hurts. Musta overdid it on mon.
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
